Parent_SMILES,Bond_Index,Frag1_SMILES,Frag2_SMILES,BDE_wB97X-V,BDEhet_wB97X-V
[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,13,[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)[C](F)F,F[C](F)C(F)(F)C(F)(F)F,85.60775460021034,32.23678905847066
[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,14,[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)[C](F)C(F)(F)C(F)(F)F,[F],111.81870605329607,8.4491434877026
[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,16,[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)[C](F)F,F[C](F)C(F)(F)F,86.1359778057232,48.72971790864824
[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,17,[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)C(F)(F)F,[F],113.86553058658592,83.42798437865156
[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,19,[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)F,F[C](F)F,92.1671656368261,130.6591546773734
[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,20,[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)F,[F],123.5985467567707,102.9647860877634
[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,23,[H][C](C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H],95.39534146700305,99.88191842475374
[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,25,[H][C](C([H])([H])C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H],100.0046644395286,76.84120288092004
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],0,[H][C]([H])C([H])([H])S(=O)(=O)[O-],F[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,99.31034003668742,109.96352731215666
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],1,[H]C([H])([C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],[F],117.01248503202237,31.646088307795708
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],3,[H]C([H])([C](F)F)C([H])([H])S(=O)(=O)[O-],F[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,91.22287588599761,105.07388017271069
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],4,[H]C([H])(C(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],[F],113.89683242132264,35.363029544615756
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],6,[H]C([H])(C(F)(F)[C](F)F)C([H])([H])S(=O)(=O)[O-],F[C](F)C(F)(F)C(F)(F)C(F)(F)F,87.98357539861058,121.53100864627845
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],7,[H]C([H])(C(F)(F)C(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],[F],113.25615388118422,112.87499102802826
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],9,[H]C([H])(C(F)(F)C(F)(F)[C](F)F)C([H])([H])S(=O)(=O)[O-],F[C](F)C(F)(F)C(F)(F)F,85.44953140899906,126.64624494794111
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],10,[H]C([H])(C(F)(F)C(F)(F)C(F)(F)[C](F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],[F],112.71919320068264,87.55686348758672
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],12,[H]C([H])(C(F)(F)C(F)(F)C(F)(F)[C](F)F)C([H])([H])S(=O)(=O)[O-],F[C](F)C(F)(F)F,86.65319767154983,69.5132475663263
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],13,[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],[F],114.53768399097271,116.1130946901028
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],15,[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)F)C([H])([H])S(=O)(=O)[O-],F[C](F)F,92.1562471742493,134.7054420640677
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],16,[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)F)C([H])([H])S(=O)(=O)[O-],[F],123.93285291267375,104.02067396848679
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],19,[H][C]([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H][C]([H])S(=O)(=O)[O-],95.91968049644038,120.26460270628036
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],20,[H][C]([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=[S](=O)[O-],75.1011073457039,117.5954255036379
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],23,[H]C([H])([S](=O)=O)C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[O-],,
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],24,[H][C](C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],[H],100.76517994819028,127.43143804878059
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],26,[H][C](C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],[H],102.06941715149355,121.2785362504269
O=C([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,1,O=[C]C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,[O-],,
O=C([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,2,O=[C][O-],F[C](OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,86.21725760513073,35.357443551463916
O=C([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,3,O=C([O-])[C](OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,[F],111.4663260483735,55.129133552994745
O=C([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,4,O=C([O-])[C](F)C(F)(F)F,[O]C(F)(F)C(F)(F)C(F)(F)F,90.5820980747825,37.557558355734386
O=C([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,5,[O]C(F)(C(=O)[O-])C(F)(F)F,F[C](F)C(F)(F)C(F)(F)F,77.54264680420704,47.74286918844098
O=C([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,6,O=C([O-])C(F)(O[C](F)C(F)(F)C(F)(F)F)C(F)(F)F,[F],120.08408020506522,20.360880635778926
O=C([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,8,O=C([O-])C(F)(O[C](F)F)C(F)(F)F,F[C](F)C(F)(F)F,91.32056098077442,51.64407222748878
O=C([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,9,O=C([O-])C(F)(OC(F)(F)[C](F)C(F)(F)F)C(F)(F)F,[F],115.65042245772077,25.723487913545
O=C([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,11,O=C([O-])C(F)(OC(F)(F)[C](F)F)C(F)(F)F,F[C](F)F,94.52324692019602,59.36889862195528
O=C([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,12,O=C([O-])C(F)(OC(F)(F)C(F)(F)[C](F)F)C(F)(F)F,[F],124.64292054988391,98.72900888765741
O=C([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,15,O=C([O-])[C](F)OC(F)(F)C(F)(F)C(F)(F)F,F[C](F)F,90.9722817421482,103.16748375188865
O=C([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,16,O=C([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)[C](F)F,[F],125.79798429638174,46.5219507420494
O=S(=O)([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,2,O=[S](=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,[O-],,
O=S(=O)([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,3,O=[S](=O)[O-],F[C](OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,65.11471430291408,73.44113289945426
O=S(=O)([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,4,O=S(=O)([O-])[C](OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,[F],110.77399872334752,71.918688006607
O=S(=O)([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,5,O=S(=O)([O-])[C](F)C(F)(F)F,[O]C(F)(F)C(F)(F)C(F)(F)F,91.20001477039864,51.97602386934818
O=S(=O)([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,6,[O]C(F)(C(F)(F)F)S(=O)(=O)[O-],F[C](F)C(F)(F)C(F)(F)F,,
O=S(=O)([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,7,O=S(=O)([O-])C(F)(O[C](F)C(F)(F)C(F)(F)F)C(F)(F)F,[F],117.3276401703572,42.58856086306707
O=S(=O)([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,9,O=S(=O)([O-])C(F)(O[C](F)F)C(F)(F)F,F[C](F)C(F)(F)F,89.37830426742835,73.59456929777366
O=S(=O)([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,10,O=S(=O)([O-])C(F)(OC(F)(F)[C](F)C(F)(F)F)C(F)(F)F,[F],116.01775887027088,48.535118258402576
O=S(=O)([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,12,O=S(=O)([O-])C(F)(OC(F)(F)[C](F)F)C(F)(F)F,F[C](F)F,94.25137193158889,77.87170326516389
O=S(=O)([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,13,O=S(=O)([O-])C(F)(OC(F)(F)C(F)(F)[C](F)F)C(F)(F)F,[F],124.17210167659618,55.8598138321463
O=S(=O)([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,16,O=S(=O)([O-])[C](F)OC(F)(F)C(F)(F)C(F)(F)F,F[C](F)F,90.04683324432051,108.50660754350884
O=S(=O)([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,17,O=S(=O)([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)[C](F)F,[F],122.68433889627374,53.281982103466135
